,Unnamed: 0,name,naverURL,contains_review
226,226,고래숲캠핑장,"https://map.naver.com/p/search/%EA%B3%A0%EB%9E%98%EC%88%B2%EC%BA%A0%ED%95%91%EC%9E%A5/place/36643431?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
230,230,고령 신촌숲,"https://map.naver.com/p/search/%EA%B3%A0%EB%A0%B9%20%EC%8B%A0%EC%B4%8C%EC%88%B2/place/20027521?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
232,232,고멧 캠핑장,"https://map.naver.com/p/search/%EA%B3%A0%EB%A9%A7%20%EC%BA%A0%ED%95%91%EC%9E%A5/place/35546067?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
233,233,고명야영캠핑장,"https://map.naver.com/p/search/%EA%B3%A0%EB%AA%85%EC%95%BC%EC%98%81%EC%BA%A0%ED%95%91%EC%9E%A5/place/37026553?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
248,248,고창해변승마클럽 휘게팜,"https://map.naver.com/p/search/%EA%B3%A0%EC%B0%BD%ED%95%B4%EB%B3%80%EC%8A%B9%EB%A7%88%ED%81%B4%EB%9F%BD%20%ED%9C%98%EA%B2%8C%ED%8C%9C/place/1748935343?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
250,250,고향펜션캠핑,"https://map.naver.com/p/search/%EA%B3%A0%ED%96%A5%ED%8E%9C%EC%85%98%EC%BA%A0%ED%95%91/place/35188050?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
254,254,곤달비캠핑장,"https://map.naver.com/p/search/%EA%B3%A4%EB%8B%AC%EB%B9%84%EC%BA%A0%ED%95%91%EC%9E%A5/place/34139527?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
257,257,곤지암리조트 스키장,"https://map.naver.com/p/search/%EA%B3%A4%EC%A7%80%EC%95%94%EB%A6%AC%EC%A1%B0%ED%8A%B8%20%EC%8A%A4%ED%82%A4%EC%9E%A5/place/32350358?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
260,260,골든쌔들승마클럽,"https://map.naver.com/p/search/%EA%B3%A8%EB%93%A0%EC%8C%94%EB%93%A4%EC%8A%B9%EB%A7%88%ED%81%B4%EB%9F%BD/place/1226216377?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
263,263,골체오름캠핑,"https://map.naver.com/p/search/%EA%B3%A8%EC%B2%B4%EC%98%A4%EB%A6%84%EC%BA%A0%ED%95%91/place/38018843?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
