,name,review,words,힐링,혼자,자연,액티비티,addr1,cat1,cat2,cat3
310,나이키골프 현대송도,"좋아요

나이키 바지 완전 편해요
굿
ㅠ3시간 30분걸려
구매 했다가
교환하는데도
한시간 ㅠ
인기가 이렇게 많은줄 몰랐음 
가성비 좋아요
굿
좋아요
굿굿굿 
골프운동화 있어요 ",굿 시간 구매 굿굿굿 운동화 골프 인기 교환 가성 나이키 굿 비 나이키 가성 운동화 구매 골프 교환 완전 인기 굿 바지 굿굿굿 시간 인기 완전 교환 골프 구매 운동화,X,X,O,X,"인천광역시 연수구 송도국제대로 123, 2층 219호",A04,A0401,A04011000
311,나이키서귀포점,"굿
제주 여행중 급하게 모자가 필요해서 방문.

쿠폰이 있어서 바지를 구매하고자 들렀어요~
다른곳에 비하면 다양하진 않는게 단점이었지만 우선적으로 원하는 옷이  기분좋게샀습니다.

편안한 분위기의 매장
세일제품과 정상판매제품들이
있어서 가성비있게 선택가능해요
좋아요 
친절 굿
a/s 빠….름..
제품 다양
옷이이뻐요~
매장 여직원이 너무 친절했습니다. 
마감 직전 10분 전 전에 들어갔는데
 제품을 빠르게 검색하여 알려줄 수 있어요
덕분에 티셔츠 잘 샀고 덕분에 잘 입고 다니고 있습니다.
감사합니다
굿
급하게 갔는데 상품도 다양하고 좋았습니다",옷 곳 비 기분 쿠폰 바지 구매 단점 우선 제품 덕분 전 방문 제주 모자 여행 직전 티셔츠 마감 수 제품 굿 매장 분위기 선택 정상 다양 빠 름 가성,X,X,O,O,제주특별자치도 서귀포시 이중섭로 3 1층,A04,A0401,A04011000
312,나이키스포츠신제주대리점,"도톰한 양말을  샀습니다.
만족:)
스포츠용품이 다양합니다
제품이 다양한 편이에요 친절하구요
친절해요
좋아요
친절해요!! 나이키 공홈에서 품절된 모자 운좋게 구매하고 왔어요~
방문 
좋아요
굿
.",스포츠 제품 만족 편이 용품 양말 모자 공홈 구매 품절 굿 나이키 공홈 방문 품절 모자 구매 운 양말 용품 양말 운 구매 모자 품절 방문 공홈 나이키 굿 용품,X,X,X,X,제주특별자치도 제주시 신광로 63(연동),A04,A0401,A04011000
313,나이키타운 동성로,"2층 여성매장에 노랑머리직원분은 불친절했어요
어떤할머니께서 오셨는데  ""250사이즈는 지금없어요""
하고 끝~저희가 붙어서 설명해주고하니까 뒤늦게 오셔서
택배방법을 알아보시더라구요
조금은 친절하셨으면 좋겠어요
슬리퍼 구매했어요~ 2층에 근무시작한지 얼마안된  교육생인 남자 직원분 열정적으로 성심성의껏 설명해주셔서 좋았어요!
그리고 직원분들 전체적으로 친절하셔욧!^^
사진속 30%할인은 방문일 기준 2024.04.13(토) 였고 재고소진시 까지 라고 합니다.
직원분이 운동화 사이즈체크 잘 해주시고
매장내에서 보유하고 있는 사이즈도 꽤 있어서 만족합니다.
백화점내에 있는 매장보다 포인트가 더 빨리
쌓이는듯해요.
포인트는 1년내로 사용해야 한다해서
조만간 포인트 사용할겸 아이 신발 한켤레 더 구매하러 가려고합니다.
굿
다음에도 이용할게요

불친절해요!!
좋아요
좋아요
굿
",직원 설명 층 굿 매장 구매 사이즈 택배 머리 성심 포인트 사용 더 사이즈 한다해 아이 겸 조만간 신발 켤레 직원 욧 전체 일 사진 방문 재고 속 진시 기준,X,X,X,O,대구광역시 중구 동성로6길 2-7,A04,A0401,A04011000
314,나이프갤러리,"좋아요 
나이프 가는데 너무 비싸네요...사장님도 불친절하고요 ",나이프 사장 나이프 사장 사장 나이프,X,X,X,X,서울특별시 종로구 인사동9길 7,A04,A0401,A04010600
315,난닝구 롯데월드몰점,"옷 예뻐요 
마감이 깔끔하진않지만 디자인이 괜찮아요
오랜만에 쇼핑하니 좋으네용
굿
좋아요 
핑크 가디건 예퍼서 샀어요 브라우스도 예뻐요^^
굿
가성비 좋아요
예쁜거 많아요
좋아요",우스 예퍼 비 쇼핑 가디건 만 가성 핑크 옷 브라 굿 마감 가성 만 용 옷 쇼핑 가디건 디자인 핑크 예퍼 비 브라 핑크 디자인 우스 가디건 쇼핑 옷 용,X,X,O,X,"서울특별시 송파구 올림픽로240, 5층",A04,A0401,A04011000
316,난닝구_롯데광복점,"좋아요
굿
원피스나 입어볼 수 있는게 많지않아서 아쉬운데.. 가성비는 좋아요!
난닝구 롯데백화점 광복점 상품다양해요
굿
굿
좋아요
핑키바지 기여워욤
굿
굿",굿 점 바지 핑키 난닝구 상품 롯데 광복 워욤 기여 굿 원피스 수 가성 기여 상품 롯데 백화점 워욤 광복 가성 수 원피스 굿 백화점 기여 워욤 광복 롯데 상품,X,X,X,X,부산광역시 중구 중앙대로 2(중앙동7가),A04,A0401,A04011000
317,난닝구_롯데동부산점,"친절해요~
ㄱ
가격도좋고 종류다양해서 좋았어요
매니저님 너무 친절하시고 물어보면 스타일 추천 잘해주십니다. 다음주 여행갈옷 준비완료 ! ㅋㅋ 
친절해요 
난닝구는 동부산가면 꼭들르는곳!
가성비 좋아요!! 예쁜 니트반팔 샀는데
싸지만 질이 좋아서 삿어요
좋아요
봄 티 ㅎ
친절해요 
사이즈 체크 친절하게 잘 해주고 엄마 입어보고 맘에 들어해서 셔츠형 원피스 구입했어요. 괁리하는 방법까지 세심하게 안내해주는 직원분 감사했어요.",안내 괁리하 직원 세심 방법 비 가성 부산 곳 꼭 삿어 체크 팔 엄마 맘 티 질 니트 셔츠 사이즈 다음주 준비 갈옷 여행 완료 가면 난닝구 꼭 곳 부산,X,X,O,O,부산광역시 기장군 기장해안로 147,A04,A0401,A04011000
318,난닝구_스타필드하남점,"세일하는 티 저렴하게 잘 샀어요
옷이뻐요~ 
질도좋아요
직원분이 조금더 친절하셨으면 좋겠네요
좋아요
편하게 잘 입을게요 굿! ~~~
검은색 바지 예쁜거 구매해서 유용하게 입고 다니고 있습니다 ㅎㅎ
무난 
ㅇ
굿~~~~!",굿 바지 구매 무난 검은색 조금 티 질도 일 직원 굿 조금 더 직원 옷 질도 일 티 검은색 무난 티 일 질도 옷 직원 더 조금 굿 검은색 바지,X,X,X,X,경기도 하남시 미사대로 750 스타필드 하남 1층,A04,A0401,A04011000
319,난닝구_타임스퀘어점,"조아요
가디건 예뻐서 색깔별로 삼
:)
굿
좋아요
어머니 귀여운 니트 득!
옷 입어보고 사서 좋아요
다양한 디자인과 가성비 굿!!
좋아요
저렴하고 옷 종류가 먾아요",옷 비 사서 가성 디자인 먾아 종류 굿 득 삼 굿 별로 색깔 어머니 삼 가디건 니트 득 종류 먾아 종류 먾아 굿 옷 디자인 사서 가성 비 가디건 니트,X,X,O,X,서울특별시 영등포구 영중로 15,A04,A0401,A04011000
320,남녀공학 부산서면,"좋아요
처음 방문하였습니다 :)
서면 최대 규모의 남성 & 여성의류 및 잡화 매장답게 ^^
트랜디하고 다양한 상품이 정말 많이 준비되어 있네요 !
종류별로 구분되어 있는 것뿐만 아니라,
원하는 옷을 잘 구매하실 수 있도록 ^^
진심으로 눈에 잘 보이고 깔끔하게 안내되어 있어서
좋은 가격에 유니크한 바지 잘 구매했습니다 :D
사장님이 친절하고 옷이 좋아요
이쁜 옷 잘구매했어요 :)
잠옷 저렴하게 잘 샀네요! 가성비가 좋은 매장이에요!! 좋아요
부담없이 옷구경할 수있고 가성비가 정말좋으네요~
옷사이즈도 다양해서 사이즈걱정없이 방문할수있어요
좋아
카운터에 있는 머리 눈썹 탈색한 여자직원 불친절
앞 모녀 손님한텐 친절하더만 
조아요
👍",매장 방문 정말 트랜디 상품 답 여성 규모 준비 처음 옷 가성 비 정말 방문 수 구경 한텐 사이즈 걱정 옷 구매 수 별로 사장 바지 유니크 종류 구분 진심,X,X,O,X,"부산광역시 부산진구 중앙대로702번길 43, 1층",A04,A0401,A04011000
321,남대문 문구상가,"친절하게 잘해주셔서 단골입니다
좋아요 
좋아요 
볼펜 너무 좋아요
굿
조아용
굿
굿
종류가 많아요
좋아요 ",굿 종류 볼펜 단골 단골 볼펜 종류 굿 단골 볼펜 종류 굿,X,X,X,X,서울특별시 중구 남대문로 6-2,A04,A0401,A04010600
322,남대문 본동의류상가,사장님이 친절해요,사장 사장 사장,X,X,X,X,서울특별시 중구 남대문시장2길 3-2,A04,A0401,A04010600
323,남대문인삼시장,"ㅅㅅ
굿
추천
좋아요 
인정
좋아요~",인정 굿 추천 인정 추천 굿 추천 굿 인정,X,X,X,X,서울특별시 중구 남대문시장길 25-8,A04,A0401,A04010200
324,남문로데오시장,굿,굿 굿 굿,X,X,X,X,경기도 수원시 팔달구 행궁로 88,A04,A0401,A04010200
325,남해 특산물지족판매장,"멸치랑 곱창김 샀습니다. 
멸치는 뭐 말해서 뭐합니까 상태 최고. 맛 최고.  
사장님께서 친절하시고 선물포장까지 너무 깔끔하게 잘 해주십니다. 여러박스 샀더니 서비스도 주시고. 
돈아깝지 않습니다. 
다른데도 다 한번씩 들렀는데 제일 좋습니다. 
다음에 택배로 주문할까합니다 
사장님도 친절하시고
멸치가 넘 맛나고 좋아요♡
좋아요
죽방멸치도 좋고 젓갈도 맛있어요
굿
보통
깨끗하고 좋아요
좋아요
죽방멸치 짜지도 않고 정말 맛있네요
친절하세요 ! 추석선물👍",죽방멸치 맛 사장 멸치 다음 주문 정말 보통 젓갈 택배 선물 한번 제일 추석 포장 사장 최고 맛 돈 멸치 멸치 최고 뭐 말 상태 뭐합 박스 서비스 주시 곱창,X,X,X,X,경상남도 남해군 삼동면 삼이로 47-4,A04,A0401,A04010900
326,내셔널지오그래픽 롯데기흥,"아이가방구입

굿
친절해요 
좋아요 
맘에 드는 옷 샀어요
넷지 굿
좋아요 
ㆍ
상품이 좋아요 ❤️",굿 아이 맘 구입 가방 옷 상품 넷 굿 넷 상품 옷 가방 구입 맘 아이 옷 가방 구입 넷 상품 맘 아이 굿,X,X,X,X,경기도 용인시 기흥구 신고매로 124,A04,A0401,A04011000
327,내셔널지오그래픽 스타필드고양,"남편 여름 옷 사러 갔었는데 디자인도 다양하고 옷도 맘에 들어요!!
굿굿
좋아요
굿
착한 가격으로 반팔티 두벌 겟!!
굿 내셔널 지오그래픽 의류
품질 조아요
번창하세요.
간 날이 내셔널지오그래픽 의류 세일이라 원단 좋은
반팔티셔츠 구입했어여~
편해용!",굿 굿굿 가격 티 벌 내셔널 의류 그래픽 지오 맘 옷 일이 구입 간 원단 티셔츠 날 여름 남편 디자인 그래픽 내셔널 지오 의류 굿 번창 품질 디자인 맘 남편,X,X,X,X,"경기도 고양시 덕양구 고양대로 1955, 1253호(동산동, 스타필드 고양)",A04,A0401,A04011000
328,내셔널지오그래픽 스타필드코엑스,"좋아요 
원하는 수납 공간과 사이즈가 있어 구매.
밴드 장식이 어지러워 제거 하니 깔끔한
스타일로 바뀜.  아이~~조아~~^^
매장이 넓고 종류가 많아요 매장크기에 비해 직원이 배치가 안되어 있는거 같아요 
이쁜게많아요
굿
굿
좋아요
신발은이쁜데아울렛에비해 싸다는느낌은없었음
폼나는 옷이 많아 서 좋아요 
머리짧고 밝은 분 진짜 최악이네요 어려서 무시하는건지 말도 다 안듣고 자기말만;; 물건 건네주니 기분나쁘단 식으로 탁 하고 뺐어 가고 새상품 있냐고 다른직원한테 물어본건데 목소리깔고 없다고 무슨 잘못을 했는지 전혀 모르겠고 그냥 기본적으로 서비스직이 안맞는 사람같던데 하기 싫으면 하지 마시길,,,
머리 긴 여자 직원분 너무 친절하시고 기분 되게 상했는데 덕분에 나올땐 마음풀고 나올 수 있었네요 감사해요~~",직원 굿 머리 매장 기분 무시 땐 옷 아울렛 무슨 수납 사이즈 공간 구매 장식 밴드 제거 스타일 하니 기분 하니 스타일 밴드 제거 장식 사이즈 공간 수납 구매 직원,X,X,X,X,"서울특별시 강남구 봉은사로 524, C114호 (삼성동)",A04,A0401,A04011000
329,내셔널지오그래픽 현대김포,"조아요~
굿
예뻐요 수납공간 많아요
좋아요. 친절해요
매장 넓고 종류 다양합니다
좋아요^^~
조아요
친절하셔서 맘에드는 옷 쇼핑 편안히 잘했어요
롱패딩 이뻐요
좋아요 ",수납 굿 공간 종류 롱패딩 쇼핑 에드 옷 맘 매장 굿 공간 수납 종류 롱패딩 맘 옷 쇼핑 에드 매장 매장 에드 옷 맘 쇼핑 롱패딩 종류 공간 굿 수납,X,X,X,X,"경기도 김포시 고촌읍 아라육로152번길 100, 3층(현대프리미엄아울렛)",A04,A0401,A04011000
330,내셔널지오그래픽_신제주점,"급하게 캐리어 사러갔고 가게가 깨끗하구 사장님과 직원 모두 친절하세용😊
굿
이뻐요
^^",모두 가게 사장 직원 굿 캐리어 굿 캐리어 직원 가게 모두 사장 캐리어 굿 직원 사장 가게 모두,X,X,X,X,"제주특별자치도 제주시 신광로74,1층(연동)",A04,A0401,A04011000
331,네스프레소 롯데 노원점,"네스프레소 캡슐커피 좋아요!
요즘은 디카페인 애용합니다 
오늘까지 캡슐 행사라 구매했어요
아  크리스마스  커파 사러  갔는데 빨간색은 제대로 주고  검은색은  왜 이걸?? ㅠㅠㅠ
내가 믿고 확인 안한개 잘 못이죠!@  교환 안되니 ㅠㅠㅠ  그냥 먹어야지용  ㅠㅠㅠㅠㅠㅠ
바리스타 레시피 메이커 사러 갔고요
추가로 캡슐도 100개 질렀어요
상품권 사용때문에 가긴했는데
긴 머리 여성 직원분이셨고 친절히 응대 받았습니다
그래서 다음에도 가급적 여기 부티크에서 사고 싶었어요
또 스마일 적립 안내해주셔서 유용했어요
자주가는 매장이에요
네스프레소 좋아해요!
친절해요
굿
캡슐 구매했어요",네스프레소 캡슐 자주 추가 사고 머리 다음 안내 직원 여성 구매 캡슐 오늘 디카 크리스마스 행사 제대로 애용 왜 페인 캡슐 내 못 안 확인 커피 굿 네스프레소 구매 검은색,X,X,X,X,서울특별시 노원구 동일로 1414 1층,A04,A0401,A04011000
332,네스프레소 현대 대구점,"좋아요 
굿
굿긋
친절하고 좋아요
친절하고, 시식 커피도 맛있네요.
친절한 응대 와 가끔 있는 커피 시식에도 편하게 마실 수 았어서 좋아요
대구 더 현대에만 있는 네스프레소
집에 캡슐 다 떨어져서 구매하러 갔다가 안 먹어본 거 시음도 해봤습니다.
다른 거 한 잔 더 달라고 요청하니 친절하게 주셔서 너무 좋았습니다.
선물 줄 용도로도 몇 줄 구매했는데 좋아하네요
선호하는 맛으로 추천도 잘 해주시고 
시음 추천도 잘해주세요 

굿
친절하고 좋아요~",더 거 요청 잔 달라 다른 굿 시식 커피 음 커피 시식 굿 았 안 현대 집 캡슐 응대 대구 추천 줄 굿 구매 음 맛 용 몇 선호 도로,X,X,X,X,대구광역시 중구 달구벌대로 2077 2층,A04,A0401,A04011000
333,네스프레소 현대 코엑스점,"좋아요
캡슐도 사고 시음도 하고 좋아요~~ 😍🥰
좋아요

네스프레소 커피 맛있어요
Good 
Good 
Good 
Good 
",네스프레소 사고 캡슐 커피 음 커피 네스프레소 사고 캡슐 음 음 캡슐 사고 네스프레소 커피,X,X,X,X,서울특별시 강남구 테헤란로 517 9층,A04,A0401,A04011000
334,네이처리퍼브릭서면2호점,"상품설명을 잘해주고 친절해요 ~~
굿
굿
ㅋ
마스크팩 좋아요 이벤트도 좋아요
너무너무너무 좋아요~!!!
친절해요
굿
좋아요
좋아요",굿 마스크 이벤트 설명 팩 상품 굿 설명 상품 팩 이벤트 마스크 굿 마스크 이벤트 팩 상품 설명,X,X,X,X,부산광역시 부산진구 중앙대로지하730,A04,A0401,A04011000
335,네이처리퍼블릭 (명동월드점),"언제나 제품이 굿 
깔끔해요.
남직원 계산대 왕친절
좋아요
좋아요
좋아요~^^

친절해요
매장넓고 좋아요!!
굿",굿 제품 계산 친절 왕 남 매장 직원 남 직원 매장 계산 왕 친절 굿 제품 굿 제품 친절 왕 매장 직원 계산 남,X,X,X,X,서울특별시 중구 명동8길 52,A04,A0401,A04010600
336,네이처리퍼블릭 _수원남문점,"좋아요
친절합니다
화장품도좋고 얼마전 염색약사와서했는데
괜찮아서 오늘 방문해서 4개사왔어요
당분간은 염색약걱정은 안해도될거같아요
조아요
크림이 떨어져서 방문했는데
할인기간이라 좋은제품을 잘사왔네요
근무하시는 직원분도 친절사시고
설명도 잘해주셔서 감사합니다
세일하네요
좋아요 
친절해요 
굿
세일해서 들렀어요 친절해요~",걱정 제품 방문 친절 염색 설명 기간 오늘 얼마 전 염색 약사 친절 제품 걱정 사시 방문 설명 개사 전 방문 염색 당분간 화장품 일해 크림 세 근무 굿 할인,X,X,X,X,경기도 수원시 팔달구 팔달로3가24-5,A04,A0401,A04011000
337,네이처리퍼블릭 광주충장로점,"응대를 편하고 친절하게 봐주시고
오프라인 매장잇어서 직접 발라보고 고를 수 있어서 좋았어요!!

좋아요

마스크팩 10+10 행사...! 완전 최고!!
아빠선물
구매

친절해요
할인할때 갔는데 강추
굿",굿 할인 아빠 때 선물 구매 강추 완전 최고 오프라인 마스크 행사 팩 최고 완전 오프라인 매장 응대 수 발라 응대 수 보고 직접 발라 매장 오프라인 최고 완전 팩,X,X,X,X,광주광역시 동구 충장로 80-8,A04,A0401,A04011000
338,네이처리퍼블릭 롯데평촌점,"직원도 친절하세요
좋아요
때샤워로 매끈해질 피부 기대하며 샀어요
조아요옹
조아요
굿굿

굿
굳
좋아요 ",때 직원 굿굿 옹 피부 굿 샤워 옹 때 직원 굿굿 굿 피부 샤워 샤워 굿 피부 굿굿 옹 직원 때,X,X,X,X,경기도 안양시 동안구 시민대로 180,A04,A0401,A04011000
339,네이처리퍼블릭뉴코아아울렛울산,"제품이 아주 좋아요!
친절해요 
👍👍

굿
사장님 진짜 친절해요 ~~
사은품도 많이 주시고 ❤️
짱 !
👍
굿
굿
추천 잘해주셔서 좋아요 ~",아주 제품 굿 추천 사장 진짜 사은 짱 주시 굿 추천 제품 아주 사장 짱 진짜 주시 사은 사은 주시 진짜 짱 사장 아주 제품 굿 추천,X,X,X,X,울산광역시 남구 삼산로217,A04,A0401,A04011000
340,네이처컬렉션 남포,"굿
로드샵 가성비 추천
생일쿠폰을 이용해 필요한 것을 구입했어요
좋아요
마스크팩 종류가 많아서 고르기 좋았어요
친절하시고 분위기가 편안해요 마스크팩이 종류가 다양해서 고르는 재미가 잇어요
친절해요

친절해요~
스킨 로션을 따로 바르지 않고  올인원  한 가지만 바르는 것이 편안하다고 남편이 즣겨 사용하는 제품이다
늘 사용하는 클린징티슈도 함께 구입했다",굿 쿠폰 징 비 생일 분위기 클린 가지 티슈 즣겨 구입 클린 것 제품 즣겨 징 종류 쿠폰 남편 굿 마스크 팩 사용 종류 것 구입 스킨 로드 비 로션,X,X,O,X,부산광역시 중구 광복로 44,A04,A0401,A04011000
341,네이처컬렉션 신촌,"50퍼 할인 개득템
1
조아오
.
마스크팩 저렴해서 좋아요
굿굿
매니저님이친절하셔요
굳 
매니져님 추천대로 쇼핑 잘하고 있습니다
할인행사에 사은품까지",할인 개 득템 쇼핑 매니저 품 사은 팩 님 마스크 할인 득템 개 쇼핑 품 추천 마스크 사은 매니저 팩 굿굿 행사 님 추천 팩 마스크 사은 매니저 품 쇼핑,X,X,X,X,서울특별시 서대문구 연세로 14 (창천동),A04,A0401,A04011000
342,네이처컬렉션 제주롯데시티,"립컷 루즈 RD306  클래시 레드  
친절해요

사장님이 너무 친절하셔서 계획하지 않았던 제품도 샀어요. 번창하세요~^^
화장품 다양해요

친절해요
가성비좋아요
친절.상품설명도 자세히
좋아요",레드 제품 계획 립컷 사장 클래시 루즈 화장품 번창 상품 설명 친절 비 가성 상품 화장품 번창 클래시 레드 루즈 번창 화장품 상품 루즈 비 가성 사장 계획 클래시 제품,X,X,O,X,"제주특별자치도 제주시 도령로 73, 109호(연동, 펠리체아파트)",A04,A0401,A04011000
343,네이처컬렉션 제주연동점,"굿
서비스도주고 가격도착하고 사장님 친절해요
가성비 좋아요
친절해요 
ㆍ
좋아요
굿~~
좋아용:)
친절해요
좋아요",도주 사장 서비스 가성 가격 도착 비 굿 굿 도착 비 가격 가성 사장 도주 서비스 서비스 가성 비 도주 사장 가격 도착 굿,X,X,O,X,제주특별자치도 제주시 연동7길 19,A04,A0401,A04011000
344,네이쳐리퍼블릭_홈플러스월곡점,"굿
굿
제품 써보니까 좋아요
친절해요 
구경만 하려구 했는데 너무 친절하고 부담없이 응대해주셔서 여러개 구입했어요. 담주에도 또 갈 예정입니다.^^  
굿
가격대비 가성비가 좋은 화장품입니다. 사은품도 좋은것을 주셔서 감사해요~♡
사장님이 엄청 친절하세요~^^
친절해요 
클렌징티슈 구입에 좋아요:)",구입 대비 가격 화장품 가성 예정 또 비 응대 구경만 굿 개 부담 보 제품 구경만 응대 비 또 예정 구입 사장 것 티슈 클렌 징 사은 가격 화장품 대비,X,X,O,X,서울특별시 성북구 화랑로76,A04,A0401,A04011000
345,네파 롯데광교,"여행차 입으려고 츄리닝 신상으로구매~
친절해요
좋아요
봄점퍼 티셔츠 구입
디자인 깔끔하고 색상도 무난해요
굿
아들 겨울점퍼 구입했어요^^원하는 디자인이라 바로 구입했어요~~
굿굿

굿
굿",굿 구입 점퍼 디자인 겨울 봄 바로 티셔츠 구매 츄리닝 굿 구입 디자인 점퍼 츄리닝 신상 색상 무난 티셔츠 아들 구입 굿 디자인 점퍼 굿굿 색상 행차 아들 무난 신상,X,X,X,X,"경기도 수원시 영통구 도청로 10, 2층(이의동)",A04,A0401,A04011000
346,네파 롯데광명,"굿
세일기간이라 사람들도 많고 와~~
종류가 다양
좋아요
좋아요 
굿굿
조아요
..
굿
옷 싸게 잘 샀어요.",다양 사람 기간 종류 옷 굿굿 굿 사람 종류 다양 옷 굿굿 기간 굿 굿 굿굿 기간 옷 종류 다양 사람,X,X,X,X,경기도 광명시 일직로 17(일직동),A04,A0401,A04011000
347,네파 롯데기흥,"굿
엄마 신발사러갔는데~ 직원분이 일일이 신경써주셔서
좋은거로 빨리 고를수 있었어요~ 
엄마 신발 구매했어요 좋아요^^
가볍고 편해서 정말편합니다.
이월상품 할인받아서 구매했습니다. 등산복은 유행이 없어서 좋습니다.

좋아요 
품질이좋아요
세일하는 품목도 신상도 다양함
아이 패딩 좋은 가격에 득템했어요!
좋은 상품들이 많습니다^^",상품 득템 일 패딩 품질 아이 신상 가격 품목 이월 엄마 신발 구매 거 일일이 신경 정말 굿 직원 상품 상품 구매 유행 복은 등산 할인 이월 신발 엄마 품목,X,X,X,O,경기도 용인시 기흥구 신고매로 124(롯데쇼핑아울렛 기흥),A04,A0401,A04011000
348,네파 롯데김해,"기본여름 티셔츠 두장구매!
좋아요~~ 친절하고 아울렛 메이크에서는 저렴한 편이에요
ㅇ
세일을 많이 해서 좋아요
굿
굿!
😀
...
왕 귀엽
ㅋ",굿 메이크 편이 일 아울렛 티셔츠 구매 장 기본 여름 왕 구매 여름 기본 장 티셔츠 아울렛 일 편이 메이크 왕 기본 여름 장 구매 티셔츠 아울렛 일 편이 메이크,X,X,X,X,경상남도 김해시 장유로 469 (신문동) 롯데아울렛 김해,A04,A0401,A04011000
349,네파 롯데서울역,"좋아요
좋아요
굿
좋아요
색상도 봄이라 화사하고 질감도 좋았다
엄마가 좋아하시니 만족했다
좋아요
좋아요
좋아요
좋아요
저렴하게 사서 좋아요",엄마 굿 봄 색상 질감 사서 사서 질감 엄마 굿 봄 색상 색상 봄 사서 질감 굿 엄마,X,X,X,X,서울특별시 중구 한강대로 405,A04,A0401,A04011000
350,네파 롯데팩토리가산,"ㅋㅋ
친절하고 젛아요~~ 핏도 잘 봐주시구요!!
ㅋㅋ
ㅋㅋ
굿
좋아요 :)
굿
친절 해요 
좋아요
예쁘게 잘 입을게요.",젛아 핏 친절 해 굿 핏 젛아 친절 해 굿 굿 해 친절 젛아 핏,X,X,X,X,서울특별시 금천구 벚꽃로 278 SJ테크노빌 2층,A04,A0401,A04011000
351,네파 속초직영,"감사합니다 
할인 27% 개이득😋
만족합니다만족합니다
감사합니다 
네파 좋아하는 사람

여행준비 모자구매했어요. 이번에 딸과 함께 유럽여행 출바알~ 여름에 모자는 필수 아이템이라 이녀석으로 준비해봤답니다.깔끔한 디자인에 고어텍스 라 방수도 되구요. 디자인이 정말 예뻐요. 
친절한 사장님덕분에 여러가지 디자인을 써 본 결과 저에게 어울리는  이렇게 예쁜녀석을 고르게 되었답니다.
👍 
굿
언제나 친절하고  신상이 많습니다",디자인 녀석 결과 사장 덕분 여러가지 저 정말 굿 신상 모자 여행 준비 바알 이번 유럽 고어텍스 필수 아이템 딸 신상 굿 정말 디자인 녀석 구매 개이득 사람 할인 파,X,X,X,O,강원특별자치도 속초시 중앙로 70(청학동),A04,A0401,A04011000
352,네파 전주고사,".
굿
좋아요 ~
매장이 넓고 좋아요 사장님이 친절하시고 제품추천을 잘 해주셔서 좋아요
사장님이 너무 친절하세요🙂
매장이 넓고 제품도 다양하고 너무 깨끗하네요
번창하세요😝

사장님께서 너무 친절하시고 옷 종류가 많아서 재방문 했습니다. 이러다 네파매냐가 될듯~~
이번엔 부모님과 같이 갔는데, 
스타일에 맞게끔 옷 추천을 잘해주셔서
부모님께서 대만족이십니다~^-^
감사합니다 ~~~~*

마음에 쏙들어요 편하구요
굿
선물구입했는데 종류많아요~~~
시내에 갈 일이 있어서 나갔다가 깔끔한 매장이 눈에 띄어서 방문을 했습니다. 원래 네파브랜드가 품질도 좋은데~ 요기 매장은 진짜 다양한 제품들이 많아서 쇼핑할 맛이 나네요^^ 게다가 사장님께서 너무 친절하고 센스있으셔서 더 좋았습니다. 간단히 메고 다닐 가방이 필요했는데, 마침 사이즈랑 무게! 너무 좋아서 망설임없이 구매했어요!!생일 돌아오는 사람이 많은데 조만간 재방문을 할 것 같아요^^ 간만에 기분좋은 쇼핑시간 이었네요.  할인도 알아서 착착 진행해주셔서 감사합니다!",사장 제품 매장 쇼핑 재 방문 기분 사람 생일 것 부모님 옷 굿 추천 종류 방문 매장 니 구입 눈 사이즈 가방 마침 무게 할인 착착 진행 구매 매장 사장,X,X,O,X,전북특별자치도 전주시 완산구 전주객사4길 74-12 (고사동),A04,A0401,A04011000
353,네파 현대가든파이브,"좋아요
네파에서 오늘 2개구매 산티아고행 바람막이와 터치 장갑
친절하게 응대해 주셨어 감사합니다 

장지동에와 쇼핑중에 맘에들어 봄 잠바 구입함
굿
질도 좋고 튼튼하고 대폭 쎄일해서 남편옷 잘 샀네요

여자분은 친절하고 팔에 문신있는 남자분은 불친절하고 무서워요
좋아요 
좋아요
친절한 응대",응대 잠바 굿 산티아고 남자 질도 봄 함 구입 옷 대폭 옷 여자 장갑 일해 터치 함 파 남편 오늘 응대 행 일해 팔 장갑 파 남편 터치 오늘 바람막이,X,X,X,X,"서울특별시 송파구 충민로 66, 3층(문정동, 현대시티몰 가든파이브라이프)",A04,A0401,A04011000
354,네파 현대김포,"멎있어요
여러가지가많아요
예쁜 옷 저렴하게 잘 구매했어요^^
어머니 모자 사드렸는데 디자인이 예쁘고 좋습니다. 
직원분들도 친절하세요.
경량패딩 사러 '김현아'에 왔어요. 네파 브랜드에 트렌디한 신상품이 많았고, 이준호씨가 모델이였네요😍 +💯 ㅎㅎ
적당한 텐션에 웃으면서 적극적으로 응대해주신 긴 갈색머리에 검은 뿔테안경 쓰신 여자직원분 덕분에 기분좋게 구입해서 갑니다.  감사합니다.좋은 하루 보내세요.
넓고 좋아요
직원분들 친절하세요!
덕분에 이쁜옷으로 부모님께 선물해드렸어여
좋아요 
여성패딩넘맘에들어요 비싸도 잘 산듯
ㅈㅇㅇ",패딩 김현아 경량 직원 하루 덕분 옷 뿔테 상품 이준호 직원 여자 적극 기분 머리 파 구입 텐션 모델 응대 직원 옷 덕분 패딩 부모님 맘 선물 하루 구매 어머니,X,X,X,X,경기도 김포시 고촌읍 아라육로152번길 100 2층,A04,A0401,A04011000
